Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,this is a demo test suite,,2019-04-23 20:19:43,2019-04-23 20:20:11,27.728s,PASSED
,,,,,,,
Test Cases/Test1,Chrome 73.0.3683.103,this is a sample test,,2019-04-23 20:19:43,2019-04-23 20:19:53,10.354s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-23 20:19:44,2019-04-23 20:19:48,4.073s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 73.0.3683.103,,,2019-04-23 20:19:48,2019-04-23 20:19:48,0.763s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 73.0.3683.103,,,2019-04-23 20:19:48,2019-04-23 20:19:49,0.451s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 73.0.3683.103,,,2019-04-23 20:19:49,2019-04-23 20:19:49,0.498s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 73.0.3683.103,,,2019-04-23 20:19:49,2019-04-23 20:19:50,0.795s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 73.0.3683.103,,,2019-04-23 20:19:50,2019-04-23 20:19:51,0.394s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-04-23 20:19:51,2019-04-23 20:19:51,0.833s,PASSED
,,,,,,,
Test Cases/Test2,Chrome 73.0.3683.103,,,2019-04-23 20:19:53,2019-04-23 20:20:02,8.066s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-23 20:19:54,2019-04-23 20:19:56,2.257s,PASSED
navigateToUrl(URL),Chrome 73.0.3683.103,,,2019-04-23 20:19:56,2019-04-23 20:19:57,1.198s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), Username)",Chrome 73.0.3683.103,,,2019-04-23 20:19:57,2019-04-23 20:19:58,0.354s,PASSED
"setEncryptedText(findTestObject(""Page_OrangeHRM/input_Username_txtPassword""), Password)",Chrome 73.0.3683.103,,,2019-04-23 20:19:58,2019-04-23 20:19:58,0.365s,PASSED
"click(findTestObject(""Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,,2019-04-23 20:19:58,2019-04-23 20:19:59,0.919s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-04-23 20:19:59,2019-04-23 20:20:00,0.691s,PASSED
,,,,,,,
Test Cases/Test3,Chrome 73.0.3683.103,,,2019-04-23 20:20:02,2019-04-23 20:20:11,8.963s,PASSED
"openBrowser(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,,2019-04-23 20:20:02,2019-04-23 20:20:05,2.980s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,,2019-04-23 20:20:05,2019-04-23 20:20:05,0.248s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,,2019-04-23 20:20:05,2019-04-23 20:20:05,0.189s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,,2019-04-23 20:20:05,2019-04-23 20:20:06,0.877s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Recruitment""))",Chrome 73.0.3683.103,,,2019-04-23 20:20:06,2019-04-23 20:20:07,0.764s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Performance""))",Chrome 73.0.3683.103,,,2019-04-23 20:20:07,2019-04-23 20:20:07,0.142s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Time""))",Chrome 73.0.3683.103,,,2019-04-23 20:20:07,2019-04-23 20:20:07,0.473s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/b_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-23 20:20:07,2019-04-23 20:20:08,0.420s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-04-23 20:20:08,2019-04-23 20:20:09,0.665s,PASSED
